LATITUDE,LONGITUDE
41.909644085,-87.736374328
41.831960102,-87.704820401
41.744230973,-87.702385685
41.679079913,-87.559458672
41.749723972,-87.702539572
41.942365398,-87.722536829
41.925378775,-87.659969648
41.953783166,-87.710400873
41.70287575,-87.553574045
41.903496406,-87.650760642
41.875367723,-87.661946504
41.905511877,-87.725112
41.883113339,-87.641083791
41.900794823,-87.735950363
41.779983497,-87.637213027
41.970034502,-87.720683959
41.908062402,-87.755763909
41.773404722,-87.566571547
41.818626138,-87.724105062
41.97183162,-87.798693938
42.001640915,-87.775747532
41.867655195,-87.63935095
41.702685827,-87.559747707
41.954863644,-87.740711637
41.769285604,-87.629718164
41.896504537,-87.632633023
41.956959968,-87.765625763
41.936671541,-87.776005962
41.765532581,-87.57272437
41.76839298,-87.673770056
41.655484875,-87.559445329
41.73616511,-87.625587569
41.917404111,-87.715672502
41.754612988,-87.618378954
41.984444291,-87.751088113
41.837766836,-87.65860129
41.889284014,-87.626548548
41.989147227,-87.66257204
41.900958919,-87.619928174
41.997318655,-87.778366443
41.858600485,-87.630393921
41.874133273,-87.666744083
41.99400656,-87.784876143
42.016964211,-87.673021143
41.787452476,-87.65484507
41.92533,-87.678088559
41.881149471,-87.773110729
41.884628445,-87.622612699
41.924152362,-87.76121158
41.996447628,-87.66421612
41.814772545,-87.613251911
41.904639831,-87.624930085
41.873192642,-87.703301221
41.655655447,-87.617415513
41.877423564,-87.700962173
41.942367571,-87.759115959
41.798508221,-87.693784985
41.84332351,-87.714903078
41.961690232,-87.655251769
41.750067077,-87.54816253
41.909134571,-87.794928131
41.879517475,-87.73693243
41.917663987,-87.676798112
41.702606908,-87.613786577
41.791497853,-87.579873342
41.95585361,-87.710644535
41.892299287,-87.755355564
41.85965633,-87.708060866
41.793658483,-87.659865916
41.913999209,-87.745863692
41.928454081,-87.746615631
41.763374648,-87.637620096
41.886724614,-87.656986031
41.860198233,-87.715388833
41.65174685,-87.535175369
41.932965943,-87.642079549
41.875835082,-87.624212886
41.765701783,-87.609366043
41.777904603,-87.763681385
41.771253542,-87.586422683
41.961366489,-87.727986678
41.921653063,-87.687685219
41.939346957,-87.715674467
41.924591127,-87.708864344
41.764185434,-87.688269914
41.937563525,-87.841301775
41.9395278,-87.840039955
41.699617386,-87.636704755
41.875843894,-87.620444986
41.722941218,-87.662862871
41.778533625,-87.615525075
41.95557885,-87.836834957
41.879342296,-87.749282119
41.932978205,-87.639173498
41.917431884,-87.691271681
41.692752711,-87.596988754
41.929375664,-87.776052282
41.766349659,-87.686896801
41.842607902,-87.717031793
41.742553998,-87.692134785
41.721570706,-87.623873354
41.952424629,-87.664105167
41.952168856,-87.836775198
41.669488386,-87.641483411
41.939185673,-87.723774401
41.92454421,-87.647713212
41.830112526,-87.684308055
41.831152501,-87.623345481
41.738350861,-87.641527253
41.780679694,-87.584238376
41.954062239,-87.698390056
41.808203054,-87.704125461
41.707182175,-87.620361492
41.75085931,-87.624135846
41.773243586,-87.584510403
41.857164027,-87.661585248
41.673680645,-87.559105802
41.950403193,-87.814596864
41.892710585,-87.620130658
41.966207448,-87.710998145
41.895698353,-87.702823929
41.661808988,-87.618043891
41.789978993,-87.579020249
41.907586291,-87.648335939
41.95208773,-87.645178457
41.951350209,-87.786342464
41.807699479,-87.729850032
41.682534221,-87.61781339
41.828035141,-87.704697732
41.721792811,-87.623700276
41.809143018,-87.626229132
41.78732213,-87.598333288
41.812304492,-87.709191761
41.866940064,-87.666532428
41.952904644,-87.779070177
41.804248136,-87.586241847
41.971832995,-87.769463388
41.736601558,-87.6049681
41.742488368,-87.696065541
41.977722352,-87.68064013
41.969083319,-87.659819454
41.893257909,-87.622300975
41.802292663,-87.593553658
41.868238651,-87.696100158
42.009121943,-87.672329636
41.875097292,-87.678484605
41.922194155,-87.804755536
41.985638421,-87.655094323
41.73467132,-87.739120239
41.659009216,-87.617447906
41.918007144,-87.689091331
41.930778722,-87.643781972
41.851805656,-87.694428658
41.777749166,-87.78377295
41.926464979,-87.70712191
41.86416164,-87.688037092
41.948674922,-87.771156331
41.990906317,-87.670114493
41.875519669,-87.628808278
41.689010254,-87.672561531
41.964382778,-87.737044153
41.766481587,-87.611802353
41.89782823,-87.632880207
41.751036601,-87.625807148
41.751603226,-87.586565425
41.802226241,-87.723568151
41.7778651,-87.656946344
41.923715854,-87.775773137
41.894006652,-87.74592162
41.759727567,-87.663797581
41.997784312,-87.680192919
41.788028721,-87.648788315
41.938959153,-87.729494695
41.889225372,-87.632674115
41.675476819,-87.55941745
41.88598851,-87.745331511
41.721320365,-87.661612492
41.939487451,-87.700181974
41.886614632,-87.656981894
41.748767904,-87.566329627
41.77937222,-87.664365347
41.805884006,-87.599345268
41.74017704,-87.605070307
41.990889022,-87.766169087
41.855360233,-87.652847606
41.89906137,-87.730227211
41.954575276,-87.644414728
41.683163406,-87.61661834
41.780354515,-87.615313903
42.001729944,-87.776492155
41.874461384,-87.630820444
41.743051618,-87.658543028
41.987446801,-87.655453001
41.885403655,-87.773248877
42.022312425,-87.666980189
41.914897865,-87.687488502
41.923897722,-87.778210979
41.956139929,-87.693435042
42.002437643,-87.661191152
41.985402998,-87.656339557
41.695707449,-87.596641001
41.73808454,-87.566719627
41.774603131,-87.62502784
41.813829407,-87.616859569
41.87722034,-87.723910766
41.80921167,-87.690422174
41.819978856,-87.597388281
41.793969583,-87.637740671
41.985739773,-87.769462956
41.940430278,-87.772979133
41.805168265,-87.611209624
41.789780688,-87.703051576
41.767599162,-87.617401224
41.691580516,-87.690654392
41.987827424,-87.847103559
41.887231534,-87.77338542
41.997300799,-87.780425782
41.781245184,-87.800923119
41.726691838,-87.622483426
41.924254598,-87.702159026
41.784022442,-87.683624486
41.848946914,-87.622039082
41.937595087,-87.839703371
41.87090191,-87.757825815
41.931385977,-87.766310532
41.752992079,-87.580754751
41.882377743,-87.681403024
41.827759085,-87.626631593
41.961518227,-87.666495643
41.791553561,-87.664374418
41.877995316,-87.733207504
41.947680238,-87.697914086
41.848517057,-87.680791735
41.972289918,-87.648720292
41.874647647,-87.71121099
41.964349737,-87.723172492
41.864679479,-87.715519402
41.894756953,-87.763658145
41.857899312,-87.629507028
41.925955015,-87.630950265
41.802364309,-87.606303217
42.01029166,-87.787089921
41.772346569,-87.647168101
42.011563987,-87.816478859
41.809422136,-87.607945996
41.702685827,-87.559747707
41.765216003,-87.70268509
41.878217345,-87.62445584
41.940219374,-87.831194771
41.907842683,-87.752164181
41.926581717,-87.744099276
41.953879085,-87.650286393
41.773182304,-87.566795702
41.757175217,-87.626494608
41.746996624,-87.602486029
41.79337566,-87.683882094
41.775769881,-87.576347352
41.894049259,-87.622998525
41.922120797,-87.63024326
41.876104805,-87.735171485
41.885360942,-87.658950386
41.883101013,-87.634046292
41.902187086,-87.751299757
41.676602006,-87.661211901
41.880317712,-87.750746355
41.969433292,-87.742080004
41.834211493,-87.665800318
42.020454497,-87.66654797
41.867346418,-87.625974764
41.819970526,-87.597748659
41.9668118,-87.648819723
41.777937562,-87.606021896
41.781408004,-87.605807123
41.730491519,-87.556177493
41.898462643,-87.75737226
41.781373775,-87.716662672
41.860909304,-87.703147386
41.809290911,-87.616733046
41.910721184,-87.669059695
41.917989079,-87.7778938
41.888211221,-87.720840225
41.766124974,-87.591325592
41.751498628,-87.57734967
42.009241967,-87.665474355
41.744338842,-87.636043891
41.874707838,-87.706921898
41.946038191,-87.76276949
41.981682469,-87.836434274
41.759096898,-87.566436275
41.873946987,-87.686088378
41.749909872,-87.706968346
41.713979499,-87.653512313
41.836954396,-87.727664575
41.973595948,-87.846101522
41.715151739,-87.571907777
41.942354447,-87.734816878
41.873049366,-87.62771142
41.745891907,-87.604940578
41.721328205,-87.644988946
41.699690226,-87.629273242
41.935296958,-87.785684944
41.866746341,-87.630568047
41.752482414,-87.650093421
41.80706975,-87.624250053
41.904820498,-87.694316765
41.684691303,-87.662765031
41.920263084,-87.65965817
41.751105734,-87.62208008
41.696353761,-87.620664185
41.953635878,-87.72091261
41.817508296,-87.70202204
41.783430621,-87.703408722
41.837916235,-87.647616391
41.893924024,-87.76806307
41.750940414,-87.61991272
41.772333303,-87.669049673
41.839070562,-87.73185061
41.969272025,-87.647733413
41.940308944,-87.836098436
41.924935944,-87.687790255
41.910859691,-87.752545587
41.857078954,-87.661174669
41.919901586,-87.739019587
41.753990008,-87.594481581
41.736541701,-87.619296247
41.947401735,-87.649636584
41.99384949,-87.701292225
41.77024882,-87.66654032
41.855644985,-87.711339394
41.866005264,-87.744890804
41.995819334,-87.703702383
41.931428352,-87.746443556
41.878966836,-87.629193356
41.877056156,-87.769787169
41.753884677,-87.664886701
41.755324591,-87.56044444
41.915591177,-87.715488988
41.782239375,-87.586357893
41.86965475,-87.737863979
41.989788489,-87.748373844
41.778125476,-87.763603257
41.728804062,-87.576878836
41.805960539,-87.722449795
41.718438155,-87.679699564
41.758973539,-87.577299189
41.853866175,-87.63841574
41.808844886,-87.587189124
41.744458667,-87.711889308
41.984239154,-87.846596926
41.92608753,-87.630992552
41.873529872,-87.647239314
41.812316322,-87.664919151
41.882845282,-87.71118632
41.997541623,-87.777879062
41.997246104,-87.787448637
41.76512365,-87.642531428
41.873622612,-87.720491983
41.894824746,-87.755654916
41.750096184,-87.644175383
41.721970465,-87.60334804
41.765085758,-87.625791134
41.793799489,-87.693862336
41.936888914,-87.736820042
41.939279461,-87.638034809
41.732460257,-87.646702948
41.757186228,-87.588474734
41.964408067,-87.75268011
41.809153245,-87.624374305
41.736299988,-87.620727224
41.707844955,-87.588938725
41.77389713,-87.684197374
41.773292896,-87.586442368
41.657139918,-87.597750204
41.823021387,-87.68473353
41.909040661,-87.710393175
41.75393934,-87.702365139
41.890000815,-87.706534924
41.851508419,-87.719077366
41.997196148,-87.766632847
41.757063486,-87.58525931
41.772305533,-87.645956182
41.899207834,-87.717592965
41.817955665,-87.599766
41.881386284,-87.630719544
41.795814206,-87.790396556
41.8844735,-87.745570787
41.910940644,-87.648419043
41.975769476,-87.690889448
41.855157086,-87.71864159
41.706676155,-87.655997902
41.777858977,-87.695650993
41.949123401,-87.657890363
41.95379275,-87.72521004
41.764524053,-87.700429097
41.794321377,-87.770739388
41.849886357,-87.727813052
41.824201142,-87.626271227
41.956156204,-87.768470251
41.749435506,-87.61287952
41.895869384,-87.628033237
41.874861998,-87.629363045
41.723343209,-87.631941345
41.748944912,-87.643000929
41.968723711,-87.659414087
41.946565586,-87.699316295
41.86378491,-87.689108496
41.997975012,-87.681926113
41.958540413,-87.645981359
41.975680372,-87.724574585
41.903341795,-87.674674211
41.755939435,-87.644326983
41.890765381,-87.673809228
41.820238397,-87.609278844
41.89936159,-87.717516399
41.737662604,-87.653537312
41.934277997,-87.639194592
41.729185812,-87.542266338
41.997524194,-87.779911928
41.692970816,-87.681338895
41.952363928,-87.64517895
41.823089904,-87.685047699
41.875574821,-87.629089589
41.656356438,-87.537325565
41.715384199,-87.631985173
41.951177559,-87.77071369
41.75067417,-87.634168396
41.878692304,-87.633895818
41.825397179,-87.600161707
41.879978618,-87.635404318
41.747376931,-87.580059405
41.885774641,-87.628087481
41.832196069,-87.684308482
41.909610368,-87.755852279
41.787728825,-87.781782359
41.745981301,-87.703651196
41.882011202,-87.737849509
41.899558853,-87.720255383
41.854704678,-87.683858047
41.947137953,-87.66650317
41.878390124,-87.624237311
41.737011572,-87.586545586
41.853650177,-87.670836614
41.982315221,-87.806731502
41.87025039,-87.62427758
41.736105394,-87.63158445
41.750891047,-87.625968505
41.698877583,-87.613394361
41.903775882,-87.632465098
42.006637073,-87.665547157
41.929848997,-87.684643784
41.779840002,-87.64613076
41.797690623,-87.648214808
41.70239106,-87.717132287
41.807781269,-87.721925062
41.895781933,-87.616319701
41.779972678,-87.631980817
41.997543023,-87.775081554
41.937868625,-87.785775583
41.746948036,-87.654915616
41.784598841,-87.762135633
41.941511365,-87.661322735
41.851008677,-87.690368536
41.964733639,-87.690410086
41.837069612,-87.659649074
41.689755228,-87.681236599
41.799927307,-87.664591598
41.806676121,-87.720937439
41.940290436,-87.829020405
41.76413341,-87.593225809
41.830815193,-87.649529739
41.890027135,-87.686820754
41.948962611,-87.808491811
41.947748196,-87.722394678
41.851353909,-87.700191404
41.734026633,-87.653138185
41.966362787,-87.851193213
41.917014797,-87.748202079
41.750212478,-87.567574292
41.810535724,-87.664688608
41.896661061,-87.702177524
41.876495631,-87.744985905
41.89166368,-87.614366689
41.871812885,-87.745077386
41.830015862,-87.665409568
41.764060252,-87.566626794
41.802355878,-87.606570409
41.795188563,-87.579373001
41.755790457,-87.658875122
42.003684901,-87.780681976
42.022123398,-87.667172204
41.828718064,-87.724320605
41.739838764,-87.540213891
41.720755863,-87.660342259
41.681795198,-87.559490506
41.801234297,-87.684373734
41.997380938,-87.795697372
41.669343741,-87.539049912
41.945630315,-87.779587403
41.684297488,-87.629912604
41.744080355,-87.604973661
41.877476962,-87.68619603
41.910015328,-87.724727851
41.917275069,-87.726622746
41.952992391,-87.83682557
41.753893544,-87.739790792
41.921052149,-87.716948794
41.789978993,-87.579020249
41.934988483,-87.769956857
41.990546522,-87.700471977
41.791420282,-87.580147769
41.915119138,-87.735577276
41.721345885,-87.650796334
41.801437857,-87.617879485
41.95094227,-87.644219422
41.951949987,-87.836798058
41.776522223,-87.592834721
42.002668914,-87.660641506
41.796597173,-87.662369932
41.806129575,-87.664757036
41.704625113,-87.526029683
41.883331672,-87.62626806
41.817006617,-87.699259836
41.735138937,-87.575820491
41.899728498,-87.73592162
41.694835946,-87.642310027
41.703398089,-87.536347391
41.932102783,-87.668234218
41.877683789,-87.666836909
41.953100729,-87.764656926
41.794453385,-87.642854236
41.73775902,-87.643810086
41.74298409,-87.663396555
41.744129184,-87.578235889
41.760455345,-87.607740562
41.880312138,-87.692542145
41.788667855,-87.654590154
41.938677966,-87.749900946
41.923793303,-87.630579316
41.88516733,-87.718409261
42.018001135,-87.680605132
41.964824295,-87.720739556
41.697459261,-87.647555861
41.809356914,-87.743047645
41.846864177,-87.675848237
41.868846241,-87.705598524
41.89016266,-87.75562222
41.663187608,-87.641272588
41.884987278,-87.715294952
41.764185795,-87.586426389
41.808054268,-87.703825541
41.857530859,-87.644928607
41.897665479,-87.625143983
41.766127184,-87.715445546
41.856608401,-87.627324999
41.7472372,-87.706565225
41.783374146,-87.703407431
41.693946373,-87.68136833
41.80869076,-87.667457885
41.926397968,-87.785698503
41.787524274,-87.641472824
41.780693093,-87.664102996
41.75353451,-87.575967389
41.883234348,-87.636649062
41.877020044,-87.739435022
41.914816804,-87.634027625
41.898381124,-87.618288017
41.786621491,-87.663013844
41.939962539,-87.656686555
41.952857128,-87.791501473
41.952588958,-87.844025987
41.946776596,-87.821988148
41.713425191,-87.545589071
41.792130668,-87.663449198
41.790714163,-87.649444797
41.845589404,-87.690218688
41.795961984,-87.66457764
41.874537312,-87.725596902
41.760289885,-87.618103888
41.767229778,-87.626460554
41.959208439,-87.839592878
41.734648457,-87.682338594
41.794229728,-87.625542711
41.846947499,-87.724781979
41.767715777,-87.62476528
41.803117732,-87.721890122
42.010624557,-87.690358578
41.85198384,-87.685785704
41.865784541,-87.645214774
41.685376692,-87.680809382
42.012847332,-87.663619778
41.895338003,-87.719821987
41.793830419,-87.773906418
41.830208426,-87.605213041
41.694344981,-87.667509411
41.928681287,-87.763816806
41.957126707,-87.751269015
41.90322168,-87.681794142
41.795523332,-87.653550116
41.891429388,-87.754001585
41.761966697,-87.615350518
41.848845298,-87.675262717
41.923270253,-87.753805239
41.860526509,-87.706865629
41.922017007,-87.75623353
41.897889442,-87.736165968
41.728530278,-87.625373364
41.697769752,-87.659534817
41.697459261,-87.647555861
41.776345842,-87.615382027
41.964718064,-87.726738695
41.968356578,-87.707109476
41.909111795,-87.721783729
41.80214669,-87.620434686
41.87094666,-87.676220588
41.888198373,-87.613822019
41.854184616,-87.671119399
41.991928756,-87.655296396
41.878054849,-87.647391001
41.763610093,-87.671215754
41.722382199,-87.589887931
41.801477947,-87.660801923
41.954323838,-87.674320837
41.909435015,-87.701951327
41.782792631,-87.586665002
41.918635395,-87.680272741
41.684396779,-87.559520165
41.680901116,-87.614532205
41.714159006,-87.559904446
41.895781419,-87.693886178
41.917163974,-87.735476198
41.802339881,-87.589524601
41.864161688,-87.702007614
41.954044426,-87.705727891
41.906553916,-87.687500234
41.751356411,-87.736713172
41.786004452,-87.727088807
41.88571554,-87.728375607
41.767767842,-87.586447291
41.978259008,-87.651167283
41.854215966,-87.730740212
41.905578021,-87.694284091
41.777422571,-87.670389335
41.866352452,-87.622673886
41.995005111,-87.766020776
41.956332782,-87.836831103
41.774717165,-87.683667093
41.860631766,-87.722426316
41.932259803,-87.697768696
41.975984047,-87.78656131
41.966143464,-87.851180349
41.76431015,-87.658802558
41.912188052,-87.680490716
41.850913182,-87.724907915
41.96191357,-87.652826476
41.744044136,-87.711035537
41.805031871,-87.616331999
41.97633065,-87.748177416
41.755917648,-87.650386128
41.895078838,-87.615846658
41.72202377,-87.612874384
41.682696265,-87.559501385
41.936082098,-87.727244524
