LATITUDE,LONGITUDE
41.806016684,-87.664753467
41.758199597,-87.621680279
41.919856028,-87.68733647
41.894842905,-87.638617062
41.702574235,-87.687310026
41.921526353,-87.676311525
41.984894551,-87.690565486
41.746811563,-87.55265402
41.945332631,-87.651472395
41.764839251,-87.68118881
41.682473556,-87.66046542
41.87505947,-87.686403583
41.9086958,-87.726625261
41.801058342,-87.684074344
41.726574186,-87.662950767
41.92390112,-87.763587453
41.956263981,-87.747547011
41.804868383,-87.673527271
41.883109592,-87.685826737
41.986382969,-87.836433754
41.968386832,-87.703289356
41.948176698,-87.688151679
41.876632514,-87.693053784
41.895661729,-87.706710741
41.974542948,-87.811346884
41.681706343,-87.620779885
41.818178097,-87.743611856
41.780319884,-87.617226563
41.887202882,-87.706452668
41.926200718,-87.631330873
41.882049291,-87.701356421
41.985556767,-87.65336148
41.945751599,-87.836615801
41.897675113,-87.624725143
41.981205647,-87.836434327
41.792956108,-87.740461743
41.94017053,-87.781292864
41.96775644,-87.777396104
41.871289049,-87.745001472
41.95383612,-87.722651433
41.992556524,-87.665110113
41.924459675,-87.738240217
41.858877754,-87.628150311
41.779717683,-87.654565525
41.876988484,-87.724739797
41.766031879,-87.567881195
41.790737588,-87.57970936
41.764330122,-87.683086879
41.969249364,-87.651101613
41.86025621,-87.624135358
41.940338818,-87.836883843
41.927051362,-87.668359476
41.992593012,-87.68002975
41.778151506,-87.703452508
41.761434831,-87.645467557
41.940053853,-87.720949319
41.989637856,-87.669833951
41.957940147,-87.64965206
41.900650525,-87.687112346
41.898549321,-87.747837023
41.987247858,-87.72840248
41.883100959,-87.631319489
41.886611404,-87.619036115
41.752370133,-87.657787007
41.777261773,-87.800749629
41.882247018,-87.75611123
41.9410852,-87.836385877
41.752844181,-87.62607679
41.750751157,-87.644107793
41.857100701,-87.616195055
41.878680672,-87.676725524
42.001166922,-87.77528927
41.763374648,-87.637620096
41.917668612,-87.676545205
41.870003196,-87.719222705
41.777596148,-87.661873593
41.867287162,-87.645246942
41.981124421,-87.787622693
41.92390112,-87.763587453
41.800917105,-87.590619795
41.656927122,-87.595471303
41.755204241,-87.69215101
41.984752706,-87.748141496
41.931699278,-87.742310354
41.726726512,-87.60443846
41.876667046,-87.762951627
41.677875016,-87.645506951
41.771422336,-87.586427401
41.997817807,-87.690033035
41.892182323,-87.648878015
41.900958919,-87.619928174
41.792809505,-87.622562967
41.89525724,-87.726140193
41.780145279,-87.624486208
41.766886906,-87.683450405
41.780292691,-87.660740319
41.75888071,-87.673233841
41.809157958,-87.635727325
41.661322575,-87.618142587
41.905188234,-87.746226069
41.750956294,-87.644197053
41.792094888,-87.702149418
41.941320657,-87.638744272
41.673678986,-87.559398607
41.952158994,-87.836361408
41.867402434,-87.620427605
41.780147502,-87.621861682
41.879872614,-87.725516924
41.743525781,-87.62560461
41.921572679,-87.656978074
41.867134208,-87.64423752
41.985526511,-87.74845484
41.909562874,-87.675966556
41.790789913,-87.633913268
41.882018057,-87.773127818
41.814166729,-87.601647488
41.710774724,-87.635553437
41.707740014,-87.594141282
41.957603991,-87.836821237
41.947160697,-87.652800812
41.742889586,-87.682826639
41.9308684,-87.736216809
41.883737197,-87.642861608
41.966874241,-87.688883538
41.88553357,-87.636638671
41.919593421,-87.731383676
42.010845445,-87.81741193
41.751194338,-87.605367326
41.780128777,-87.615650889
42.002736876,-87.778096427
41.76347671,-87.645338947
41.772174743,-87.614147151
41.888076796,-87.750599027
41.931624143,-87.776127166
41.878441674,-87.617285486
41.692006983,-87.66191614
41.904122584,-87.624570013
42.015919125,-87.669066533
41.990346333,-87.697025923
41.876965491,-87.768278684
41.764828008,-87.661701545
41.680884627,-87.559187034
41.772211313,-87.669044505
41.72406721,-87.604664604
41.82956111,-87.678768812
41.763876236,-87.610530685
41.924732447,-87.715404372
41.824912331,-87.602117487
41.744925646,-87.669307552
41.923355205,-87.659210347
41.979653562,-87.800743926
41.851568256,-87.713698826
41.927164826,-87.806219044
41.721364144,-87.659415086
41.777430741,-87.674001589
41.884513288,-87.692307263
41.691928977,-87.528320756
41.742946735,-87.664401692
41.907398159,-87.674133917
41.899248597,-87.624274978
41.962363766,-87.774699455
41.928854961,-87.79555122
41.920684465,-87.783064311
41.78862848,-87.6573083
41.918917734,-87.746319556
41.869829211,-87.732548581
41.747731721,-87.58595136
41.941197974,-87.647480495
41.867326572,-87.625471664
41.992092016,-87.718975247
41.709189079,-87.617533069
41.875193909,-87.672344949
41.736261699,-87.629064716
41.936437297,-87.736805602
41.990008007,-87.748376951
41.790054663,-87.652193112
41.840685803,-87.654220109
41.977892642,-87.679607193
41.92608753,-87.630992552
41.764548406,-87.582552178
41.687053755,-87.627885036
41.867362693,-87.639293195
41.903590314,-87.659213209
41.999074196,-87.789621325
41.858775158,-87.725099585
41.911118826,-87.738739915
41.904828887,-87.705627099
41.768636785,-87.664051379
41.854153459,-87.715486478
41.771590361,-87.664149696
41.928144403,-87.717146486
41.68496064,-87.64302231
41.865691262,-87.765304384
41.776946653,-87.676426962
41.822909679,-87.690097334
41.904259965,-87.667664756
41.909062153,-87.800244708
42.002884121,-87.778415967
41.805915074,-87.584839017
41.73582652,-87.671438303
41.772479926,-87.637499239
41.792057246,-87.664681654
41.656825253,-87.602480049
41.854011324,-87.682211142
41.886885706,-87.654360777
41.721770362,-87.628604714
41.691722781,-87.697040469
41.889959161,-87.706510077
41.858248628,-87.651042485
41.893040414,-87.712729233
41.775083627,-87.715167605
41.751874234,-87.563748655
41.93777494,-87.648740807
41.991774387,-87.660468914
41.764832581,-87.675815946
41.987670688,-87.846060422
41.883176267,-87.635194817
41.913942211,-87.73608791
41.663364921,-87.619824553
41.899273803,-87.64129011
41.895485009,-87.702214807
41.722415845,-87.587714591
41.979597349,-87.846293349
41.997455724,-87.788407404
41.945411604,-87.649575086
41.940054458,-87.714752377
42.012643939,-87.68039343
41.916362532,-87.666311232
41.971713543,-87.648877763
41.781086419,-87.689645615
41.799675287,-87.645441278
41.745091071,-87.639243508
41.933981791,-87.729645038
41.92217123,-87.629957173
41.852572168,-87.65831164
41.787070093,-87.636003677
41.92750383,-87.775989049
41.91814937,-87.785129165
41.675317026,-87.641971383
41.791040877,-87.66465377
41.938347184,-87.790857839
41.828459073,-87.675173848
41.961372933,-87.676825233
41.883273521,-87.745233965
41.980229799,-87.802366983
41.742577617,-87.633936931
41.756139129,-87.649096263
41.944837085,-87.654109747
41.945064857,-87.816734028
41.844422959,-87.720012308
41.786841638,-87.665747188
41.779041524,-87.692027098
41.968132962,-87.748053188
41.8208993,-87.695330198
41.848480193,-87.617935924
41.93066028,-87.726800325
41.8615261,-87.72488458
41.942418093,-87.760148629
41.794883658,-87.617947591
41.793420237,-87.703697508
41.721986199,-87.613999564
41.673678986,-87.559398607
41.880604507,-87.745539842
41.759212473,-87.555626822
41.842706392,-87.64137301
41.799599067,-87.650298299
41.690482461,-87.613454785
41.997169331,-87.813481246
41.785782739,-87.605891379
41.800731461,-87.703616874
41.661157071,-87.645273067
41.902791059,-87.667624446
41.90166228,-87.632707736
41.850330939,-87.714811924
41.985243134,-87.653237593
41.896571131,-87.643827925
41.888740291,-87.765304021
41.884133729,-87.678478132
41.903814145,-87.629918534
41.781792514,-87.771793156
41.8796405,-87.625832483
41.879489329,-87.624498125
41.910706997,-87.662327245
41.837132671,-87.704967115
41.90734437,-87.693110625
41.963177087,-87.699885157
41.87094078,-87.716291829
41.959211768,-87.836549227
41.896855157,-87.682099525
41.812538783,-87.650843309
41.69229669,-87.656551063
41.910719243,-87.667840807
41.775866077,-87.775195807
42.00561639,-87.663053981
41.688978591,-87.720092961
41.916855337,-87.635279147
41.772446257,-87.669052998
41.793877975,-87.613737174
41.762929559,-87.585696811
41.734596249,-87.637348923
41.73616511,-87.625587569
41.933160045,-87.753296755
41.768434293,-87.664382937
42.000596607,-87.792446117
41.908351502,-87.690199282
41.694881684,-87.559650193
41.879083816,-87.753359142
41.75130515,-87.592989508
41.997416043,-87.772994253
41.993900074,-87.727793899
41.967114771,-87.708577093
41.713900423,-87.659381937
41.813002681,-87.611687686
41.896137986,-87.689465215
41.892300015,-87.647750205
41.898405947,-87.763395947
41.997290218,-87.782912779
41.996027563,-87.764253591
41.752577667,-87.586202467
